Symbol,1W Change %,1M Change %,3M Change %,6M Change %,1Y Change %,5Y Change %,Name,Category
0P00000RMI,0.45,5.12,7.83,17.71,8.15,70.75,Principal European Equity A Acc USD,MF Top Performing
0P00000RMJ,0.44,5.17,8.05,18.21,9.11,78.53,Principal European Equity I Acc USD,MF Top Performing
0P00000RMP,0.85,11.29,-0.79,1.95,9.17,49.73,Janus Henderson Balanced A2 USD,MF Top Performing
0P00000RMS,1.02,23.52,-1.0,3.73,13.29,95.89,Janus Henderson Glb Tech&Inno B2 USD,MF Top Performing
0P00000RNC,1.25,15.58,-2.82,1.12,13.19,114.24,Vanguard US 500 Stock Index Inv USD Acc,MF Top Performing
0P00000RNM,1.46,7.42,4.46,4.34,7.75,100.51,AXA IMAllCntryAPExJpnSmCpEq QI A(US$),MF Top Performing
0P00000RNN,1.27,11.66,-0.38,3.04,11.41,93.9,AXA IM Global Equity QI A(US$),MF Top Performing
0P00000RNO,0.64,11.48,1.53,1.96,8.85,102.67,AXA IM Global Small Cap Eq QI A(US$),MF Top Performing
0P00000ROA,0.77,12.35,0.25,3.88,11.45,126.84,PineBridge Global Focus Equity Y,MF Top Performing
0P00000RPL,0.98,0.77,-11.1,-9.63,-11.08,25.53,Janus Henderson Glb Life Scn A2 USD,MF Top Performing
0P00000RPM,1.03,23.6,-0.78,4.23,14.4,105.95,Janus Henderson Glb Tech&Inno A2 USD,MF Top Performing
0P00000RQA,0.87,6.14,7.79,17.56,10.37,90.27,Vanguard European Stock Idx USD Acc,MF Top Performing
0P00000RQB,1.1,13.06,-0.61,4.06,12.52,101.45,Vanguard Global Stock Index Inv USD Acc,MF Top Performing
0P00000RQD,1.1,13.06,-0.61,4.06,12.52,101.45,Vanguard Glb Stk Idx $ Acc,MF Top Performing
0P00000T4W,1.57,6.54,0.88,-2.77,7.5,28.91,Janus Global Rel Est A USD,MF Top Performing
0P00000UJD,-0.13,2.81,0.48,2.35,7.94,28.15,PIMCO GIS US Hi Yld Bd Inv USD Acc,MF Top Performing
0P00000VK6,0.31,1.25,1.09,2.34,5.72,-1.76,PIMCO GIS Ttl Ret Bd Instl USD Acc,MF Top Performing
0P00000WAS,0.33,3.24,1.08,3.55,8.58,15.19,PIMCO GIS Em Mkts Bd Inv USD Acc,MF Top Performing
0P00000WAT,0.32,3.26,1.18,3.72,8.96,17.24,PIMCO GIS Em Mkts Bd Instl USD Acc,MF Top Performing
0P00000WBE,0.28,0.52,0.05,0.42,1.52,-1.61,PIMCO GIS Glb Rl Ret Inv USD Acc,MF Top Performing
0P00000WBF,0.26,0.52,0.09,0.57,1.86,0.04,PIMCO GIS Glb Rl Ret Instl USD Acc,MF Top Performing
0P00000WBZ,0.32,3.24,1.17,3.73,9.0,0.8,PIMCO GIS Em Mkts Bd Instl USD Inc,MF Top Performing
0P00000WUL,1.33,10.08,-0.61,12.51,10.13,14.62,Value Partners Classic B USD,MF Top Performing
0P00000X72,0.84,9.37,3.96,9.74,7.17,48.13,Emerging World Inst,MF Top Performing
0P00000XX2,-0.11,2.08,-0.17,1.58,6.36,34.28,Principal Glbl High Yield I Acc USD,MF Top Performing
0P00000YAP,1.31,8.68,2.55,6.8,9.32,31.87,JPMorgan Pacific Sec (acc) - USD,MF Top Performing
0P00000YD6,0.81,8.43,9.73,18.06,15.59,148.23,Brandes European Value A USD,MF Top Performing
0P00000YD9,0.8,8.49,9.95,18.56,16.6,158.03,Brandes European Value I USD,MF Top Performing
0P00000YDC,0.53,8.28,2.06,7.7,10.06,128.49,Brandes Global Value A USD Acc,MF Top Performing
0P00000YDF,0.54,8.33,2.28,8.1,10.63,132.15,Brandes Global Value I USD Acc,MF Top Performing
0P00000ZE0,0.27,0.5,0.04,0.5,1.69,-0.76,PIMCO GIS Global Real Return Fund H Institutional USD Accumulation,MF Top Performing
0P00000ZE7,-0.12,2.82,0.51,2.45,8.14,29.28,PIMCO GIS US High Yield Bond Fund H Institutional USD Accumulation,MF Top Performing
0P00000ZF0,0.29,1.23,1.04,2.23,5.51,-2.59,PIMCO GIS Total Return Bond Fund H Institutional USD Accumulation,MF Top Performing
0P000010HG,0.33,3.25,1.14,3.64,8.79,16.22,PIMCO GIS Emerging Markets Bond Fund H Institutional USD Accumulation,MF Top Performing
0P000010PE,0.66,7.85,12.76,18.24,11.5,88.92,Dimensional European Small Companies Fund USD Accumulation,MF Top Performing
0P000010PL,0.34,4.77,3.73,7.31,6.81,46.87,Dimensional Pacific Basin Small Companies Fund USD Accumulation,MF Top Performing
0P000011NM,0.33,1.26,1.11,2.34,5.71,-8.85,PIMCO GIS Total Return Bond Fund Institutional USD Income,MF Top Performing
0P000013EG,1.58,13.49,0.03,4.76,13.66,100.44,Jupiter Merian World Equity Fund B USD Acc,MF Top Performing
0P000013GL,1.09,7.93,5.38,21.26,26.74,-2.21,Jupiter China Equity Fund B USD Acc,MF Top Performing
0P000014FB,-0.05,5.31,2.95,7.14,6.87,52.78,iShares Japan Index Fund (IE) Flexible Acc USD,MF Top Performing
0P000014FE,0.62,8.38,3.56,3.33,10.15,57.97,iShares Pacific Index Fund (IE) Flexible Acc USD,MF Top Performing
0P000015HL,0.14,0.81,1.13,2.73,6.41,22.61,Muzinich Enhancedyield Short-Term Fund Hedged USD Accumulation A Units,MF Top Performing
0P000015K8,0.39,12.87,-5.55,-6.24,2.17,107.6,Dimensional U.S. Small Companies Fund USD Accumulation,MF Top Performing
0P0000187T,0.04,1.58,2.08,3.81,7.18,16.27,Payden Global Emerging Markets Bond Fund USD (Accumulating),MF Top Performing
0P0000187W,0.02,2.21,0.74,2.68,7.78,40.94,Payden Global High Yield Bond Fund USD (Accumulating),MF Top Performing
0P000018HA,1.06,10.26,0.27,6.25,2.6,15.07,FSSA Greater China Growth Fund Class I (Accumulation) USD,MF Top Performing
0P00001BHA,-1.22,5.45,-0.14,-10.02,2.25,5.1,JPMorgan Thailand (acc) - USD,MF Top Performing
0P00001BIN,2.38,9.63,4.31,3.41,3.71,57.4,JPMorgan Asian Smlr Coms (acc) - USD,MF Top Performing
0P00001BJE,0.88,8.23,5.52,2.65,13.07,48.17,FSSA ASEAN All Cap I USD Acc,MF Top Performing
0P00001BQ3,0.42,7.74,1.38,7.56,1.47,-0.56,FSSA China Growth II USD Acc,MF Top Performing
0P00001BQK,1.55,1.06,9.33,0.02,6.79,150.08,FSSA Indian Subcontinent II USD Acc,MF Top Performing
0P00001DS4,0.74,6.02,-1.0,1.59,5.98,44.7,JPMorgan Evergreen,MF Top Performing
0P00001EVJ,1.07,13.0,-2.6,-0.49,13.81,113.47,PineBridge US Large Cap Research Enhnd Y,MF Top Performing
0P00001SNB,-0.1,2.46,0.5,2.52,8.76,37.04,SEI GMF Hi Yld Fxd Inc USD Instl Acc,MF Top Performing
0P00001SUL,0.76,12.28,0.06,3.47,10.57,117.96,PineBridge Global Focus Equity A,MF Top Performing
0P00001T1G,1.18,8.9,0.47,4.5,10.95,117.35,SEI GMF Global Equity USD Instl Acc,MF Top Performing
0P00001T82,0.43,0.43,1.26,1.7,5.01,-2.51,SEI GMF US Fixed Inc USD Instl Acc,MF Top Performing
0P00001W1W,0.83,11.25,-0.83,1.91,9.11,48.91,Janus Balanced A USD,MF Top Performing
0P00001WGX,1.58,9.94,5.14,10.93,11.58,43.38,SEI GMF Emerg Markets Eq USD Instl Inc,MF Top Performing
0P00001WH0,1.61,9.99,5.17,10.97,11.6,54.5,SEI GMF Emerg Markets Eq USD Instl Acc,MF Top Performing
0P00001WKG,0.32,0.52,0.1,0.58,1.88,-11.61,PIMCO GIS Glb Rl Ret Instl USD Inc,MF Top Performing
0P00001WLU,0.18,2.43,2.49,4.7,7.4,18.48,SEI GMF Emerg Mkts Dbt USD Instl Acc,MF Top Performing
0P00001ZJA,1.2,8.92,0.48,4.54,10.96,103.88,SEI GMF Global Equity USD Instl Inc,MF Top Performing
0P00001ZKA,1.09,10.15,-0.48,1.03,7.61,107.49,SEI GMF Small Cap Sel USD Instl Acc,MF Top Performing
0P0000202Z,1.09,10.16,-0.47,1.04,7.61,99.74,SEI GMF Small Cap Sel USD Instl Inc,MF Top Performing
0P000023E0,0.16,6.13,3.37,10.61,3.4,84.43,GAM Star European Equity Ord USD Acc,MF Top Performing
0P000023E1,0.16,6.13,3.37,10.61,3.4,80.15,GAM Star European Equity Ord USD Inc,MF Top Performing
0P000023OZ,1.64,10.27,2.83,9.45,12.07,88.35,Ninety One Global Strategic Eq A Acc USD,MF Top Performing
0P000024Y2,-0.04,2.09,1.76,3.17,6.88,21.08,Cabei Central American Acc,MF Top Performing
0P0000258N,0.06,0.32,1.05,2.2,4.87,14.5,BlackRock ICS USD Liquidity Core Acc,MF Top Performing
0P000025ZS,0.21,0.77,1.17,2.09,6.08,6.52,New Capital Glbl Val Crdt USD Ord Acc,MF Top Performing
0P000026CE,0.26,-0.64,2.86,3.23,5.41,-7.39,Wellington Global Bond USD S Ac,MF Top Performing
0P000026CF,1.03,0.2,-10.35,-9.73,-14.29,10.26,Wellington Global Hlthcr Eq USD G Ac,MF Top Performing
0P000029IH,0.62,4.11,5.42,7.92,12.87,55.91,PineBridge Japan Equity Y,MF Top Performing
0P00002CGU,1.77,5.56,7.18,15.03,19.2,76.4,Veritas Global Equity Income B USD,MF Top Performing
0P00005VON,0.48,9.23,1.63,5.96,6.94,119.58,Pzena Global Focused Value A USD Acc,MF Top Performing
0P00005XSH,0.0,2.35,0.53,2.58,7.66,29.96,PIMCO GIS Glb Hi Yld Bd Instl USD Acc,MF Top Performing
0P00006OKD,1.26,12.71,-2.62,1.33,13.52,114.13,iShares North America Idx (IE) Flex Acc$,MF Top Performing
0P00007VNS,1.39,9.47,3.78,8.05,9.62,55.63,AXA IM Global EM Eq QI A(USD),MF Top Performing
0P00007VNU,1.41,9.44,3.59,7.74,8.9,50.6,AXA IM Global EM Eq QI B(USD),MF Top Performing
0P00008E99,0.83,7.98,3.56,11.28,4.93,2.22,FSSA Hong Kong Growth I USD Acc,MF Top Performing
0P00008MLX,0.95,10.07,-0.51,5.62,10.16,91.61,Waverton Global Equity A USD,MF Top Performing
0P00008MM1,0.95,10.1,-0.39,5.88,10.68,97.35,Waverton Global Equity B USD,MF Top Performing
0P00008SS4,2.33,10.93,4.76,4.48,6.71,88.24,JPMorgan SAR Asian - A acc - USD,MF Top Performing
0P00008T2I,0.19,9.84,-6.77,-6.57,1.36,106.52,FTGF CB US Value A USD Acc,MF Top Performing
MFLLX,-1.31,16.43,-7.93,5.2,36.31,57.42,Morgan Stanley Inst Inception R6,MF Best Historical
MSSGX,-1.33,16.39,-7.96,5.19,36.28,57.16,Morgan Stanley Inst Inception I,MF Best Historical
MSSMX,-1.34,16.33,-8.01,4.97,35.82,54.2,Morgan Stanley Inst Inception A,MF Best Historical
BPTIX,2.9,25.88,-1.59,8.81,41.93,243.18,Baron Partners Institutional,MF Best Historical
BPTUX,2.91,25.88,-1.59,8.81,41.93,243.16,Baron Partners R6,MF Best Historical
BPTRX,2.9,25.86,-1.65,8.67,41.57,238.84,Baron Partners Retail,MF Best Historical
MSSLX,-1.4,16.25,-8.16,4.72,35.09,49.68,Morgan Stanley Inst Inception L,MF Best Historical
ADNIX,1.71,31.13,-10.91,4.62,28.51,-0.63,American Beacon ARK Transfmt Innov R5,MF Best Historical
MSCOX,-1.36,16.3,-8.19,4.58,34.59,48.17,Morgan Stanley Inst Inception C,MF Best Historical
ADNYX,1.66,31.14,-10.94,4.59,28.4,-1.08,American Beacon ARK Transfmt Innov Y,MF Best Historical
ADNPX,1.69,31.1,-10.98,4.48,28.09,-2.26,American Beacon ARK Transfmt Innov Inv,MF Best Historical
ADNAX,1.63,31.01,-11.02,4.42,28.0,-2.51,American Beacon ARK Transfmt Innov A,MF Best Historical
ADNCX,1.64,31.02,-11.14,4.05,27.11,-6.13,American Beacon ARK Transfmt Innov C,MF Best Historical
ZVGIX,2.07,33.2,-1.36,5.18,36.93,88.83,Zevenbergen Genea Institutional,MF Best Historical
ZVGNX,2.09,33.2,-1.41,5.04,36.53,86.0,Zevenbergen Genea Investor,MF Best Historical
MMCGX,-0.2,25.61,-1.57,11.81,52.77,35.37,Morgan Stanley Inst Discovery R6,MF Best Historical
MPEGX,-0.25,25.59,-1.61,11.73,52.52,34.57,Morgan Stanley Inst Discovery I,MF Best Historical
MACGX,-0.25,25.58,-1.7,11.53,52.07,32.52,Morgan Stanley Institutional Fund Trust Discovery Portfolio,MF Best Historical
MSKLX,-0.25,25.47,-1.8,11.3,51.39,28.88,Morgan Stanley Inst Discovery L,MF Best Historical
MSMFX,-0.28,25.43,-1.89,11.11,51.04,27.52,Morgan Stanley Inst Discovery C,MF Best Historical
BGGKX,0.5,27.28,-7.22,5.12,28.99,51.79,Baillie Gifford U.S. Equity Growth Fund,MF Best Historical
BGGSX,0.51,27.27,-7.26,5.08,28.87,51.11,Baillie Gifford US Equity Growth I,MF Best Historical
ZVNIX,1.84,31.91,1.61,4.4,31.19,63.39,Advisor Managed Portfolios - Zevenbergen Growth Fund,MF Best Historical
ZVNBX,1.84,31.89,1.55,4.23,30.81,60.94,Zevenbergen Growth Investor,MF Best Historical
JAMFX,0.33,25.98,-10.67,8.91,20.75,53.8,Jacob Internet Fund,MF Best Historical
BFGUX,2.19,19.04,-0.55,9.26,32.88,218.06,Baron Focused Growth Fund,MF Best Historical
BFGIX,2.19,19.03,-0.55,9.25,32.88,218.03,Baron Focused Growth Fund,MF Best Historical
BFGFX,2.19,19.02,-0.6,9.12,32.57,213.92,Baron Focused Growth Fund,MF Best Historical
SCATX,1.2,31.23,1.03,3.7,30.95,61.22,Virtus Zevenbergen Innovative Gr Stk I,MF Best Historical
SAGAX,1.19,31.21,0.97,3.56,30.64,59.23,Virtus Zevenbergen Innovative Gr Stk A,MF Best Historical
MCRTX,0.04,25.49,-5.55,9.28,56.99,44.54,Morgan Stanley Insight Fund,MF Best Historical
CPODX,0.06,25.52,-5.56,9.27,56.96,43.93,Morgan Stanley Insight I,MF Best Historical
CPOAX,0.02,25.48,-5.64,9.1,56.5,42.34,Morgan Stanley Insight A,MF Best Historical
MGRPX,0.55,28.82,-3.97,11.2,58.59,58.23,Morgan Stanley Inst Growth R6,MF Best Historical
MGHRX,0.55,28.82,-3.96,11.2,58.7,57.82,Morgan Stanley Inst Growth IR,MF Best Historical
MSEQX,0.54,28.8,-3.99,11.16,58.5,57.58,Morgan Stanley Inst Growth I,MF Best Historical
MSEGX,0.55,28.79,-4.04,11.01,58.1,55.6,Morgan Stanley Inst Growth A,MF Best Historical
CPOCX,0.0,25.41,-5.73,8.9,55.82,40.81,Morgan Stanley Insight L,MF Best Historical
MSCMX,0.0,25.36,-5.79,8.69,55.45,39.23,Morgan Stanley Insight C,MF Best Historical
MSHLX,0.53,28.74,-4.17,10.72,57.29,51.79,Morgan Stanley Inst Growth L,MF Best Historical
NEXTX,0.48,17.79,-0.6,-1.11,-0.77,61.13,Shelton Sustainable Equity Investor,MF Best Historical
MSGUX,0.53,28.71,-4.22,10.6,56.92,49.92,Morgan Stanley Inst Growth C,MF Best Historical
0P00003AB2,0.57,28.63,-3.73,10.71,56.76,-19.38,Transamerica Capital Growth I2,MF Best Historical
TFOIX,0.6,28.74,-3.7,10.73,56.66,50.8,Transamerica Capital Growth I,MF Best Historical
IALAX,0.58,28.67,-3.8,10.55,56.18,48.62,Transamerica Capital Growth A,MF Best Historical
MSJSX,-0.45,12.89,-7.84,5.3,8.61,45.02,Morgan Stanley Global Endurance R6,MF Best Historical
MSJIX,-0.46,12.92,-7.85,5.24,8.55,44.69,Morgan Stanley Global Endurance I,MF Best Historical
ILLLX,0.57,28.59,-3.97,10.15,54.99,43.74,Transamerica Capital Growth C,MF Best Historical
MSJAX,-0.46,12.84,-7.96,5.06,8.1,42.08,Morgan Stanley Global Endurance A,MF Best Historical
UPUPX,-0.1,22.81,-12.43,12.18,14.25,156.14,Upright Growth Fund,MF Best Historical
MSJCX,-0.48,12.79,-8.13,4.63,7.29,36.94,Morgan Stanley Global Endurance C,MF Best Historical
BGLTX,0.86,23.62,-3.65,7.65,21.25,71.5,Baillie Gifford Long Term Global Growth Fund,MF Best Historical
BGLKX,0.86,23.64,-3.65,7.64,21.28,71.51,Baillie Gifford Long Term Global Growth Fund,MF Best Historical
BSGLX,0.87,23.62,-3.67,7.6,21.17,70.74,Baillie Gifford Long Term Global Gr I,MF Best Historical
0P00018JE1,1.97,20.93,-5.67,8.49,20.92,67.32,Baillie Gifford WW L/T Glb Gr B USD Acc,MF Best Historical
RMQHX,2.04,44.16,-9.18,2.44,21.55,262.25,Rydex Monthly Rbl NASDAQ-100 2x Strt H,MF Best Historical
RMQAX,2.04,44.17,-9.18,2.43,21.56,262.69,Rydex Monthly Rbl NASDAQ-100 2x Strt A,MF Best Historical
RMQCX,2.03,44.08,-9.35,2.02,20.61,249.0,Rydex Monthly Rbl NASDAQ-100 2x Strt C,MF Best Historical
SGNFX,1.23,17.05,-2.14,5.59,23.07,95.07,Sparrow Growth No-Load,MF Best Historical
SGFFX,1.24,17.03,-2.24,5.35,22.46,90.29,Sparrow Growth A,MF Best Historical
BTLKX,1.34,18.87,1.68,15.1,21.42,77.5,Baillie Gifford Intl Concntr Gr EqsK,MF Best Historical
BTLSX,1.25,18.91,1.59,15.08,21.17,76.7,Baillie Gifford Intl Concntr Gr EqsInstl,MF Best Historical
TEFQX,1.6,29.82,0.91,17.46,16.54,-38.23,Firsthand Technology Opportunities,MF Best Historical
SGFCX,1.23,16.97,-2.38,5.07,21.85,85.53,Sparrow Growth C,MF Best Historical
MIGIX,-0.58,26.18,-3.95,9.68,54.54,50.89,Morgan Stanley Inst Global Insgt I,MF Best Historical
MIGPX,-0.56,26.12,-4.01,9.53,54.11,48.72,Morgan Stanley Inst Global Insgt A,MF Best Historical
MIGLX,-0.56,26.15,-4.1,9.24,53.32,44.9,Morgan Stanley Inst Global Insgt L,MF Best Historical
MSPTX,-0.59,26.03,-4.21,9.11,52.96,43.41,Morgan Stanley Inst Global Insgt C,MF Best Historical
BFOCX,1.88,34.52,-12.08,-2.1,28.89,35.06,Berkshire Focus Fund,MF Best Historical
0P00016GSS,0.82,21.73,-2.25,10.55,28.68,93.28,Sanlam Anchor Global Equity A USD Acc,MF Best Historical
BIOUX,0.97,24.5,-4.87,4.82,25.53,126.1,Baron Opportunity Fund,MF Best Historical
BIOIX,0.97,24.5,-4.88,4.8,25.51,126.05,Baron Opportunity Fund,MF Best Historical
0P0001D7PT,1.17,18.99,1.76,10.8,17.36,65.49,Baillie Gifford Worldwide Positive Change Fund,MF Best Historical
0P0001A4HN,0.6,7.92,-0.84,17.83,10.22,-33.14,E Fund (HK) Grtr Chn Leaders I USD Acc,MF Best Historical
BIOPX,0.95,24.45,-4.94,4.66,25.18,123.22,Baron Opportunity Fund,MF Best Historical
VBPIX,1.55,21.38,3.88,11.61,17.49,22.45,Vanguard Baillie GiffordGlbPstvImpStkInv,MF Best Historical
RYVYX,2.2,43.65,-11.06,-0.08,16.55,234.67,Rydex NASDAQ-100 2x Strategy H,MF Best Historical
RYVLX,2.2,43.65,-11.06,-0.08,16.56,234.64,Rydex NASDAQ-100 2x Strategy A,MF Best Historical
0P0001ALVM,0.6,7.92,-0.85,17.82,10.2,-34.48,E Fund (HK) Grtr Chn Leaders A USD Inc,MF Best Historical
0P0001A4HM,0.61,7.92,-0.85,17.83,10.2,-34.48,E Fund (HK) Grtr Chn Leaders A USD Acc,MF Best Historical
0P00017WW8,1.3,19.19,-10.44,-7.73,-0.74,112.14,UPAMC Global Innovative Tech USD,MF Best Historical
MITEX,0.57,13.19,0.57,4.66,9.68,38.47,Matthews Asia Innovators Institutional,MF Best Historical
RYCCX,2.19,43.57,-11.23,-0.47,15.67,222.31,Rydex NASDAQ-100 2x Strategy C,MF Best Historical
LFGVX,0.86,23.88,-6.93,1.83,29.28,124.93,Lord Abbett Focused Growth R6,MF Best Historical
MATFX,0.51,13.17,0.51,4.58,9.52,37.53,Matthews Asia Innovators Fund,MF Best Historical
UOPIX,2.21,43.66,-11.14,-0.12,16.46,230.14,ProFunds UltraNASDAQ-100 Fund,MF Best Historical
BGSIX,0.74,24.05,-5.84,0.47,14.75,103.37,BlackRock Technology Opportunities Fund,MF Best Historical
LFGOX,0.86,23.88,-6.93,1.83,29.28,124.93,Lord Abbett Focused Growth F3,MF Best Historical
LFGFX,0.9,23.9,-6.94,1.78,29.16,123.74,Lord Abbett Focused Growth F,MF Best Historical
LFGTX,0.87,23.86,-6.94,1.78,29.16,123.74,Lord Abbett Focused Growth R5,MF Best Historical
LFGIX,0.87,23.89,-6.94,1.78,29.15,123.8,Lord Abbett Focused Growth I,MF Best Historical
GAAEX,0.0,16.96,3.71,-0.5,-10.08,72.26,Guinness Atkinson Alternative Energy,MF Best Historical
BSTSX,0.75,24.02,-5.9,0.34,14.45,100.88,BlackRock Technology Opportunities Svc,MF Best Historical
BGSAX,0.75,24.03,-5.9,0.34,14.45,100.86,BlackRock Technology Opportunities Fund,MF Best Historical
LFGAX,0.86,23.84,-7.01,1.64,28.82,121.02,Lord Abbett Focused Growth A,MF Best Historical
LFGSX,0.88,23.86,-6.98,1.64,28.8,121.01,Lord Abbett Focused Growth R4,MF Best Historical
0P00019LM6,1.36,7.1,0.99,-0.5,-7.04,92.31,Nikko AM Asian Small Mid Eq USD Acc,MF Best Historical
BGSRX,0.75,24.01,-5.94,0.22,14.17,98.39,BlackRock Technology Opportunities Fund,MF Best Historical
LFGQX,0.87,23.82,-7.05,1.53,28.47,118.32,Lord Abbett Focused Growth R3,MF Best Historical
DMCRX,1.2,18.91,-7.47,-11.56,0.34,100.52,Driehaus Micro Cap Growth Fund,MF Best Historical
